2026/03/21 09:25:15 Загружено 2 подписчиков
2026/03/21 09:25:16 Запуск анализа рынка (1h Stoch RSI)...
2026/03/21 21:00:09 ARBPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:00:09 ARBUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:09 ARCUSDT Stoch RSI(1h,7)=100.00
2026/03/21 21:00:10 ARIAUSDT Stoch RSI(1h,7)=99.81
2026/03/21 21:00:10 ARKMUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:10 ARKUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:10 ARPAUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:10 ARUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:11 ASPUSDT Stoch RSI(1h,7)=94.41
2026/03/21 21:00:11 ASRUSDT Stoch RSI(1h,7)=10.44
2026/03/21 21:00:11 ASTERPERP Stoch RSI(1h,7)=98.14
2026/03/21 21:00:11 ASTERUSDT Stoch RSI(1h,7)=80.74
2026/03/21 21:00:12 ASTRUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:12 ATHUSDT Stoch RSI(1h,7)=45.44
2026/03/21 21:00:12 ATOMUSDT Stoch RSI(1h,7)=0.21
2026/03/21 21:00:12 ATUSDT Stoch RSI(1h,7)=62.38
2026/03/21 21:00:12 AUCTIONUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:13 AUSDT Stoch RSI(1h,7)=52.87
2026/03/21 21:00:13 AVAAIUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:13 AVAUSDT Stoch RSI(1h,7)=32.43
2026/03/21 21:00:13 AVAXUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:13 AVLUSDT Stoch RSI(1h,7)=54.60
2026/03/21 21:00:14 AVNTPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:00:14 AVNTUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:14 AWEUSDT Stoch RSI(1h,7)=8.83
2026/03/21 21:00:14 AXLUSDT Stoch RSI(1h,7)=100.00
2026/03/21 21:00:15 AXSUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:15 AZTECUSDT Stoch RSI(1h,7)=26.93
2026/03/21 21:00:15 B2USDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:15 B3USDT Stoch RSI(1h,7)=11.59
2026/03/21 21:00:16 BABYUSDT Stoch RSI(1h,7)=12.22
2026/03/21 21:00:16 BANANAS31USDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:16 BANANAUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:16 BANDUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:16 BANKUSDT Stoch RSI(1h,7)=51.41
2026/03/21 21:00:17 BANUSDT Stoch RSI(1h,7)=42.45
2026/03/21 21:00:17 BARDUSDT Stoch RSI(1h,7)=43.32
2026/03/21 21:00:17 BATUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:17 BBUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:18 BCHPERP Stoch RSI(1h,7)=16.11
2026/03/21 21:00:18 BCHUSDT Stoch RSI(1h,7)=9.23
2026/03/21 21:00:18 BEAMUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:18 BEATUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:18 BELUSDT Stoch RSI(1h,7)=24.46
2026/03/21 21:00:19 BERAUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:19 BICOUSDT Stoch RSI(1h,7)=66.77
2026/03/21 21:00:19 BIGTIMEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:00:19 BIOUSDT Stoch RSI(1h,7)=100.00
2026/03/21 21:00:19 Анализ завершён. Следующий запуск через 1 минуту...
2026/03/21 21:01:19 Запуск анализа рынка (1h Stoch RSI)...
2026/03/21 21:01:20 0GUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:20 1000000BABYDOGEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:20 1000000CHEEMSUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:21 1000000MOGUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:21 10000QUBICUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:21 10000SATSUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:22 1000BONKPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:01:22 1000BONKUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:22 1000BTTUSDT Stoch RSI(1h,7)=25.66
2026/03/21 21:01:22 1000CATUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:23 1000FLOKIUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:23 1000LUNCUSDT Stoch RSI(1h,7)=15.72
2026/03/21 21:01:23 1000NEIROCTOPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:01:23 1000NEIROCTOUSDT Stoch RSI(1h,7)=5.32
2026/03/21 21:01:24 1000PEPEPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:01:24 1000PEPEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:24 1000RATSUSDT Stoch RSI(1h,7)=15.69
2026/03/21 21:01:24 1000TAGUSDT Stoch RSI(1h,7)=100.00
2026/03/21 21:01:24 1000TOSHIUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:25 1000TURBOUSDT Stoch RSI(1h,7)=11.75
2026/03/21 21:01:25 1000XECUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:25 1INCHUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:25 2ZUSDT Stoch RSI(1h,7)=31.33
2026/03/21 21:01:26 4USDT Stoch RSI(1h,7)=28.45
2026/03/21 21:01:26 AAVEPERP Stoch RSI(1h,7)=100.00
2026/03/21 21:01:26 AAVEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:26 ACEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:26 ACHUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:27 ACTUSDT Stoch RSI(1h,7)=12.81
2026/03/21 21:01:27 ACUUSDT Stoch RSI(1h,7)=10.25
2026/03/21 21:01:27 ACXUSDT Stoch RSI(1h,7)=4.43
2026/03/21 21:01:27 ADAUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:28 AERGOUSDT Stoch RSI(1h,7)=87.57
2026/03/21 21:01:28 AEROUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:28 AEVOPERP Stoch RSI(1h,7)=41.90
2026/03/21 21:01:28 AEVOUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:28 AGIUSDT Stoch RSI(1h,7)=99.69
2026/03/21 21:01:29 AGLDUSDT Stoch RSI(1h,7)=90.18
2026/03/21 21:01:29 AIOUSDT Stoch RSI(1h,7)=18.52
2026/03/21 21:01:29 AIOZUSDT Stoch RSI(1h,7)=24.54
2026/03/21 21:01:29 AIXBTUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:30 AKEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:30 AKTUSDT Stoch RSI(1h,7)=100.00
2026/03/21 21:01:30 ALCHUSDT Stoch RSI(1h,7)=97.10
2026/03/21 21:01:30 ALGOUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:31 ALICEUSDT Stoch RSI(1h,7)=20.20
2026/03/21 21:01:31 ALLOUSDT Stoch RSI(1h,7)=12.83
2026/03/21 21:01:31 ALPINEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:31 ALTUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:32 ANIMEUSDT Stoch RSI(1h,7)=17.20
2026/03/21 21:01:32 ANKRUSDT Stoch RSI(1h,7)=0.80
2026/03/21 21:01:32 APEUSDT Stoch RSI(1h,7)=0.98
2026/03/21 21:01:32 APEXUSDT Stoch RSI(1h,7)=4.63
2026/03/21 21:01:32 API3USDT Stoch RSI(1h,7)=40.96
2026/03/21 21:01:33 APRUSDT Stoch RSI(1h,7)=84.82
2026/03/21 21:01:33 APTUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:34 ARBPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:01:34 ARBUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:34 ARCUSDT Stoch RSI(1h,7)=100.00
2026/03/21 21:01:34 ARIAUSDT Stoch RSI(1h,7)=89.73
2026/03/21 21:01:34 ARKMUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:35 ARKUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:35 ARPAUSDT Stoch RSI(1h,7)=12.92
2026/03/21 21:01:35 ARUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:35 ASPUSDT Stoch RSI(1h,7)=94.41
2026/03/21 21:01:36 ASRUSDT Stoch RSI(1h,7)=17.99
2026/03/21 21:01:36 ASTERPERP Stoch RSI(1h,7)=100.00
2026/03/21 21:01:36 ASTERUSDT Stoch RSI(1h,7)=80.74
2026/03/21 21:01:36 ASTRUSDT Stoch RSI(1h,7)=6.03
2026/03/21 21:01:36 ATHUSDT Stoch RSI(1h,7)=49.78
2026/03/21 21:01:37 ATOMUSDT Stoch RSI(1h,7)=7.18
2026/03/21 21:01:37 ATUSDT Stoch RSI(1h,7)=58.44
2026/03/21 21:01:37 AUCTIONUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:37 AUSDT Stoch RSI(1h,7)=54.67
2026/03/21 21:01:38 AVAAIUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:38 AVAUSDT Stoch RSI(1h,7)=60.55
2026/03/21 21:01:38 AVAXUSDT Stoch RSI(1h,7)=1.24
2026/03/21 21:01:38 AVLUSDT Stoch RSI(1h,7)=54.60
2026/03/21 21:01:38 AVNTPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:01:39 AVNTUSDT Stoch RSI(1h,7)=3.14
2026/03/21 21:01:39 AWEUSDT Stoch RSI(1h,7)=20.46
2026/03/21 21:01:39 AXLUSDT Stoch RSI(1h,7)=70.56
2026/03/21 21:01:39 AXSUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:40 AZTECUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:40 B2USDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:40 B3USDT Stoch RSI(1h,7)=29.54
2026/03/21 21:01:40 BABYUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:40 BANANAS31USDT Stoch RSI(1h,7)=10.16
2026/03/21 21:01:41 BANANAUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:41 BANDUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:41 BANKUSDT Stoch RSI(1h,7)=46.55
2026/03/21 21:01:42 BANUSDT Stoch RSI(1h,7)=45.76
2026/03/21 21:01:42 BARDUSDT Stoch RSI(1h,7)=39.65
2026/03/21 21:01:42 BATUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:42 BBUSDT Stoch RSI(1h,7)=9.01
2026/03/21 21:01:42 BCHPERP Stoch RSI(1h,7)=16.11
2026/03/21 21:01:43 BCHUSDT Stoch RSI(1h,7)=9.23
2026/03/21 21:01:43 BEAMUSDT Stoch RSI(1h,7)=8.00
2026/03/21 21:01:43 BEATUSDT Stoch RSI(1h,7)=3.03
2026/03/21 21:01:43 BELUSDT Stoch RSI(1h,7)=14.41
2026/03/21 21:01:43 BERAUSDT Stoch RSI(1h,7)=9.64
2026/03/21 21:01:44 BICOUSDT Stoch RSI(1h,7)=76.51
2026/03/21 21:01:44 BIGTIMEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:44 BIOUSDT Stoch RSI(1h,7)=84.61
2026/03/21 21:01:44 BIRBUSDT Stoch RSI(1h,7)=84.84
2026/03/21 21:01:45 BLASTUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:45 BLESSUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:45 BLUAIUSDT Stoch RSI(1h,7)=6.82
2026/03/21 21:01:45 BLURUSDT Stoch RSI(1h,7)=0.32
2026/03/21 21:01:45 BMTUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:46 BNBPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:01:46 BNBUSDT Stoch RSI(1h,7)=0.93
2026/03/21 21:01:46 BNTUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:46 BOBAUSDT Stoch RSI(1h,7)=1.26
2026/03/21 21:01:47 BOBBOBUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:47 BOMEUSDT Stoch RSI(1h,7)=1.38
2026/03/21 21:01:47 BRETTUSDT Stoch RSI(1h,7)=1.89
2026/03/21 21:01:47 BREVUSDT Stoch RSI(1h,7)=96.17
2026/03/21 21:01:47 BROCCOLIUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:48 BRUSDT Stoch RSI(1h,7)=78.17
2026/03/21 21:01:48 BSUUSDT Stoch RSI(1h,7)=90.96
2026/03/21 21:01:48 BSVUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:48 BTCPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:01:49 BTCUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:01:49 BTCUSDT-03APR26 Stoch RSI(1h,7)=0.00
2026/03/21 21:01:49 BTCUSDT-10APR26 Stoch RSI(1h,7)=0.00
2026/03/21 21:01:49 BTCUSDT-24APR26 Stoch RSI(1h,7)=100.00
2026/03/21 21:03:02 Post "https://api.telegram.org/bot8296325515:AAEG-u5Ks-MlJOFMEWzG9dPzDKC1FrTDZpI/getUpdates": read tcp 169.254.19.0:51017->149.154.166.110:443: read: can't assign requested address
2026/03/21 21:03:02 Failed to get updates, retrying in 3 seconds...
2026/03/21 21:03:02 Не удалось отправить сообщение 331253198: Post "https://api.telegram.org/bot8296325515:AAEG-u5Ks-MlJOFMEWzG9dPzDKC1FrTDZpI/sendMessage": read tcp 169.254.19.0:51017->149.154.166.110:443: read: can't assign requested address
2026/03/21 21:03:15 Post "https://api.telegram.org/bot8296325515:AAEG-u5Ks-MlJOFMEWzG9dPzDKC1FrTDZpI/getUpdates": net/http: TLS handshake timeout
2026/03/21 21:03:15 Failed to get updates, retrying in 3 seconds...
2026/03/21 21:03:19 BTCUSDT-25DEC26 Stoch RSI(1h,7)=4.70
2026/03/21 21:03:19 BTCUSDT-25SEP26 Stoch RSI(1h,7)=0.00
2026/03/21 21:03:20 BTCUSDT-26JUN26 Stoch RSI(1h,7)=36.36
2026/03/21 21:03:20 BTCUSDT-27MAR26 Stoch RSI(1h,7)=24.74
2026/03/21 21:03:20 BTCUSDT-29MAY26 Stoch RSI(1h,7)=0.00
2026/03/21 21:03:20 BTRUSDT Stoch RSI(1h,7)=57.54
2026/03/21 21:03:21 BUSDT Stoch RSI(1h,7)=4.76
2026/03/21 21:03:21 C98USDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:21 CAKEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:21 CAMPUSDT Stoch RSI(1h,7)=16.59
2026/03/21 21:03:21 CARVUSDT Stoch RSI(1h,7)=2.22
2026/03/21 21:03:22 CATIUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:22 CCUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:22 CELOUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:22 CETUSUSDT Stoch RSI(1h,7)=69.26
2026/03/21 21:03:23 CFGUSDT Stoch RSI(1h,7)=15.91
2026/03/21 21:03:23 CFXUSDT Stoch RSI(1h,7)=9.37
2026/03/21 21:03:23 CGPTUSDT Stoch RSI(1h,7)=18.12
2026/03/21 21:03:23 CHILLGUYUSDT Stoch RSI(1h,7)=11.00
2026/03/21 21:03:23 CHRUSDT Stoch RSI(1h,7)=35.93
2026/03/21 21:03:24 CHZUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:24 CKBUSDT Stoch RSI(1h,7)=50.00
2026/03/21 21:03:24 CLANKERUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:24 CLOUDUSDT Stoch RSI(1h,7)=33.79
2026/03/21 21:03:25 CLOUSDT Stoch RSI(1h,7)=87.22
2026/03/21 21:03:25 COAIUSDT Stoch RSI(1h,7)=3.89
2026/03/21 21:03:25 COMPUSDT Stoch RSI(1h,7)=58.32
2026/03/21 21:03:25 COOKIEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:26 COOKUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:26 COREUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:26 COTIUSDT Stoch RSI(1h,7)=72.40
2026/03/21 21:03:26 COWUSDT Stoch RSI(1h,7)=0.98
2026/03/21 21:03:27 CROSSUSDT Stoch RSI(1h,7)=2.38
2026/03/21 21:03:27 CROUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:27 CRVPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:03:27 CRVUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:27 CTCUSDT Stoch RSI(1h,7)=50.93
2026/03/21 21:03:28 CTKUSDT Stoch RSI(1h,7)=1.73
2026/03/21 21:03:28 CUSDT Stoch RSI(1h,7)=90.39
2026/03/21 21:03:28 CVCUSDT Stoch RSI(1h,7)=0.43
2026/03/21 21:03:28 CVXUSDT Stoch RSI(1h,7)=22.25
2026/03/21 21:03:29 CYBERUSDT Stoch RSI(1h,7)=59.53
2026/03/21 21:03:29 CYSUSDT Stoch RSI(1h,7)=3.01
2026/03/21 21:03:29 DASHUSDT Stoch RSI(1h,7)=100.00
2026/03/21 21:03:30 DBRUSDT Stoch RSI(1h,7)=68.27
2026/03/21 21:03:30 DEEPUSDT Stoch RSI(1h,7)=10.25
2026/03/21 21:03:30 DEGENUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:30 DEXEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:31 DIAUSDT Stoch RSI(1h,7)=26.58
2026/03/21 21:03:31 DOGEPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:03:31 DOGEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:31 DOGEUSDT-03APR26 Stoch RSI(1h,7)=0.00
2026/03/21 21:03:31 DOGEUSDT-10APR26 Stoch RSI(1h,7)=0.00
2026/03/21 21:03:32 DOGEUSDT-24APR26 Stoch RSI(1h,7)=50.00
2026/03/21 21:03:32 DOGEUSDT-27MAR26 Stoch RSI(1h,7)=50.00
2026/03/21 21:03:32 DOGUSDT Stoch RSI(1h,7)=98.06
2026/03/21 21:03:33 DOLOUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:33 DOODUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:33 DOTPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:03:34 DOTUSDT Stoch RSI(1h,7)=39.09
2026/03/21 21:03:34 DRIFTUSDT Stoch RSI(1h,7)=13.50
2026/03/21 21:03:34 DUSKUSDT Stoch RSI(1h,7)=31.99
2026/03/21 21:03:35 DYDXUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:35 DYMUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:35 EDENUSDT Stoch RSI(1h,7)=80.33
2026/03/21 21:03:35 EDUUSDT Stoch RSI(1h,7)=93.96
2026/03/21 21:03:36 EGLDUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:36 EIGENPERP Stoch RSI(1h,7)=10.86
2026/03/21 21:03:36 EIGENUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:36 ELSAUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:36 ENAPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:03:37 ENAUSDT Stoch RSI(1h,7)=2.75
2026/03/21 21:03:37 ENJUSDT Stoch RSI(1h,7)=18.42
2026/03/21 21:03:37 ENSOUSDT Stoch RSI(1h,7)=100.00
2026/03/21 21:03:38 ENSUSDT Stoch RSI(1h,7)=0.47
2026/03/21 21:03:38 EPICUSDT Stoch RSI(1h,7)=93.21
2026/03/21 21:03:38 ERAUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:38 ESPORTSUSDT Stoch RSI(1h,7)=69.16
2026/03/21 21:03:39 ESPUSDT Stoch RSI(1h,7)=29.23
2026/03/21 21:03:39 ESUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:39 ETCPERP Stoch RSI(1h,7)=32.17
2026/03/21 21:03:39 ETCUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:40 ETHBTCUSDT Stoch RSI(1h,7)=100.00
2026/03/21 21:03:40 ETHFIPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:03:40 ETHFIUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:41 ETHPERP Stoch RSI(1h,7)=2.69
2026/03/21 21:03:41 ETHUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:03:41 ETHUSDT-03APR26 Stoch RSI(1h,7)=0.00
2026/03/21 21:03:41 ETHUSDT-10APR26 Stoch RSI(1h,7)=0.00
2026/03/21 21:03:42 ETHUSDT-24APR26 Stoch RSI(1h,7)=0.00
2026/03/21 21:03:42 ETHUSDT-25DEC26 Stoch RSI(1h,7)=50.00
2026/03/21 21:03:42 ETHUSDT-25SEP26 Stoch RSI(1h,7)=100.00
2026/03/21 21:03:43 Анализ завершён. Следующий запуск через 1 минуту...
2026/03/21 21:04:43 Запуск анализа рынка (1h Stoch RSI)...
2026/03/21 21:04:44 0GUSDT Stoch RSI(1h,7)=18.94
2026/03/21 21:04:44 1000000BABYDOGEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:45 1000000CHEEMSUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:45 1000000MOGUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:45 10000QUBICUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:45 10000SATSUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:46 1000BONKPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:04:46 1000BONKUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:46 1000BTTUSDT Stoch RSI(1h,7)=25.66
2026/03/21 21:04:46 1000CATUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:47 1000FLOKIUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:47 1000LUNCUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:47 1000NEIROCTOPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:04:48 1000NEIROCTOUSDT Stoch RSI(1h,7)=1.54
2026/03/21 21:04:48 1000PEPEPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:04:50 1000PEPEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:50 1000RATSUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:50 1000TAGUSDT Stoch RSI(1h,7)=100.00
2026/03/21 21:04:50 1000TOSHIUSDT Stoch RSI(1h,7)=7.21
2026/03/21 21:04:50 1000TURBOUSDT Stoch RSI(1h,7)=18.57
2026/03/21 21:04:51 1000XECUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:52 1INCHUSDT Stoch RSI(1h,7)=8.54
2026/03/21 21:04:52 2ZUSDT Stoch RSI(1h,7)=25.57
2026/03/21 21:04:53 4USDT Stoch RSI(1h,7)=31.16
2026/03/21 21:04:53 AAVEPERP Stoch RSI(1h,7)=100.00
2026/03/21 21:04:53 AAVEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:53 ACEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:54 ACHUSDT Stoch RSI(1h,7)=3.28
2026/03/21 21:04:54 ACTUSDT Stoch RSI(1h,7)=15.63
2026/03/21 21:04:55 ACUUSDT Stoch RSI(1h,7)=17.64
2026/03/21 21:04:56 ACXUSDT Stoch RSI(1h,7)=3.56
2026/03/21 21:04:56 ADAUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:56 AERGOUSDT Stoch RSI(1h,7)=100.00
2026/03/21 21:04:56 AEROUSDT Stoch RSI(1h,7)=24.50
2026/03/21 21:04:56 AEVOPERP Stoch RSI(1h,7)=41.90
2026/03/21 21:04:57 AEVOUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:57 AGIUSDT Stoch RSI(1h,7)=100.00
2026/03/21 21:04:57 AGLDUSDT Stoch RSI(1h,7)=62.31
2026/03/21 21:04:57 AIOUSDT Stoch RSI(1h,7)=18.52
2026/03/21 21:04:58 AIOZUSDT Stoch RSI(1h,7)=0.54
2026/03/21 21:04:58 AIXBTUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:58 AKEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:58 AKTUSDT Stoch RSI(1h,7)=100.00
2026/03/21 21:04:59 ALCHUSDT Stoch RSI(1h,7)=90.13
2026/03/21 21:04:59 ALGOUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:04:59 ALICEUSDT Stoch RSI(1h,7)=32.10
2026/03/21 21:05:00 ALLOUSDT Stoch RSI(1h,7)=4.09
2026/03/21 21:05:00 ALPINEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:05:00 ALTUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:05:01 ANIMEUSDT Stoch RSI(1h,7)=17.20
2026/03/21 21:05:01 ANKRUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:05:01 APEUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:05:01 APEXUSDT Stoch RSI(1h,7)=4.63
2026/03/21 21:05:02 API3USDT Stoch RSI(1h,7)=62.62
2026/03/21 21:05:02 APRUSDT Stoch RSI(1h,7)=80.83
2026/03/21 21:05:02 APTUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:05:03 ARBPERP Stoch RSI(1h,7)=0.00
2026/03/21 21:05:03 ARBUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:05:04 ARCUSDT Stoch RSI(1h,7)=71.38
2026/03/21 21:05:04 ARIAUSDT Stoch RSI(1h,7)=100.00
2026/03/21 21:05:05 ARKMUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:05:05 ARKUSDT Stoch RSI(1h,7)=2.62
2026/03/21 21:05:05 ARPAUSDT Stoch RSI(1h,7)=20.95
2026/03/21 21:05:05 ARUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:05:06 ASPUSDT Stoch RSI(1h,7)=94.41
2026/03/21 21:05:06 ASRUSDT Stoch RSI(1h,7)=24.55
2026/03/21 21:05:06 ASTERPERP Stoch RSI(1h,7)=100.00
2026/03/21 21:05:06 ASTERUSDT Stoch RSI(1h,7)=96.81
2026/03/21 21:05:07 ASTRUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:05:07 ATHUSDT Stoch RSI(1h,7)=53.53
2026/03/21 21:05:07 ATOMUSDT Stoch RSI(1h,7)=12.63
2026/03/21 21:05:08 ATUSDT Stoch RSI(1h,7)=73.39
2026/03/21 21:05:09 AUCTIONUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:05:09 AUSDT Stoch RSI(1h,7)=47.45
2026/03/21 21:05:09 AVAAIUSDT Stoch RSI(1h,7)=0.00
2026/03/21 21:05:09 AVAUSDT Stoch RSI(1h,7)=60.55
2026/03/21 21:05:09 AVAXUSDT Stoch RSI(1h,7)=3.69
